NC_015586	NC_015586.1	5819	Stenotrophomonas phage phiSHP2	Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.	HM150760	Stenotrophomonas maltophilia	Stenotrophomonas
NC_015720	NC_015720.1	45530	Gordonia phage GTE2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ403646	Gordonia terrae	Gordonia
NC_015721	NC_015721.1	23931	Bdellovibrio phage phi1402	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JF344709	Bdellovibrio bacteriovorus H-I 109	Bdellovibrio
NC_015933	NC_015933.1	72917	Escherichia phage vB_EcoP_G7C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	HQ259105	Escherichia	Escherichia
NC_015937	NC_015937.1	151483	Thermus phage TMA	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	AP011617	Thermus thermophilus HB27	Thermus
NC_015938	NC_015938.1	89916	Salmonella phage 7-11	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	HM997019	Salmonella enterica subsp. enterica serovar Newport	Salmonella
NC_016071	NC_016071.1	145964	Salmonella phage PVP-SE1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	GU070616	Salmonella enteritidis	Salmonella
NC_016073	NC_016073.1	157950	Salmonella phage SFP10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	HQ259103	Salmonella sp. and Escherichia coli O157	Salmonella
NC_016158	NC_016158.1	49576	Escherichia phage HK639	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	HM208537	Escherichia coli	Escherichia
NC_016160	NC_016160.1	36661	Escherichia phage HK75	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	HM173637	Escherichia coli K-12	Escherichia
NC_016161	NC_016161.1	38013	Pediococcus phage clP1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN051154	Pediococcus	Pediococcus
NC_016162	NC_016162.1	7103	Vibrio phage VCY-phi	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	JN848801	Vibrio cholerae str. 10E09PW02	Vibrio
NC_016163	NC_016163.1	262391	Yersinia phage phiR1-37	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	AJ972879	Yersinia enterocolitica	Yersinia
NC_016164	NC_016164.1	30332	Synechococcus phage S-CBS1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HM480106	Synechococcus sp. CB0201	Synechococcus
NC_016165	NC_016165.1	39283	Rhodobacter phage RcapMu	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN190960	Rhodobacter capsulatus SB1003	Rhodobacter
NC_016166	NC_016166.1	74431	Gordonia phage GTE7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN035618	Gordonia terrae strain Ben601	Gordonia
NC_016434	NC_016434.1	65839	Gordonia phage GTE5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF923796	Gordonia terrae strain Gter34	Gordonia
NC_016435	NC_016435.1	65766	Gordonia phage GRU1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF923797	Gordonia rubropertincta strain Grub38	Gordonia
NC_016562	NC_016562.1	132662	Campylobacter phage CPX	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN132397	Campylobacter jejuni	Campylobacter
NC_016563	NC_016563.1	156897	Bacillus phage W.Ph.	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	HM144387	Bacillus cereus	Bacillus
NC_016564	NC_016564.1	95299	Planktothrix phage PaV-LD	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	HQ683709	Planktothrix agardhii HAB637	Planktothrix
NC_016565	NC_016565.1	18168	Staphylococcus phage S24-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unclassified Picovirinae.	AB626962	Staphylococcus aureus strain SA27	Staphylococcus
NC_016566	NC_016566.1	44077	Shigella phage EP23	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN984867	Shigella sonnei	Shigella
NC_016567	NC_016567.1	81184	Vibrio phage SIO-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ316604	Vibrio sp. SWAT-3	Vibrio
NC_016568	NC_016568.1	24645	Helicobacter phage phiHP33	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF734911	Helicobacter pylori B45	Helicobacter
NC_016569	NC_016569.1	46140	Nocardia phage NBR1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN116828	Nocardia brasiliensis	Nocardia
NC_016570	NC_016570.1	157304	Escherichia phage Cba120	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN593240	Escherichia coli; O157:H7; NCTC 12900	Escherichia
NC_016571	NC_016571.1	284757	Pseudomonas phage OBP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN627160	Pseudomonas fluorescens Pf1.1	Pseudomonas
NC_016650	NC_016650.1	48072	Rhodococcus phage RGL3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN116826	Rhodococcus globerulus	Rhodococcus
NC_016651	NC_016651.1	14270	Rhodococcus phage RRH1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN116822	Rhodococcus rhodochrous str. Rrho39	Rhodococcus
NC_016652	NC_016652.1	49330	Rhodococcus phage REQ2	Viruses; unclassified phages.	JN116823	Rhodococcus equi	Rhodococcus
NC_016653	NC_016653.1	46586	Rhodococcus phage RER2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN116827	Rhodococcus erythropolis	Rhodococcus
NC_016654	NC_016654.1	39474	Rhodococcus phage REQ3	Viruses; unclassified phages.	JN116824	Rhodococcus equi	Rhodococcus
NC_016655	NC_016655.1	51342	Rhodococcus phage REQ1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN116825	Rhodococcus equi	Rhodococcus
NC_016656	NC_016656.1	45890	Cyanophage P-SSP2	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	GU071107	Synechococcus sp. WH8017	Synechococcus
NC_016657	NC_016657.1	47055	Cyanophage 9515-10a	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	GU071100	Prochlorococcus sp. MIT9515	Prochlorococcus
NC_016658	NC_016658.1	47741	Cyanophage NATL1A-7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	GU071102	Prochlorococcus sp. NATL1A	Prochlorococcus
NC_016659	NC_016659.1	47536	Cyanophage NATL2A-133	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	GU071104	Prochlorococcus sp. NATL2A	Prochlorococcus
NC_016761	NC_016761.1	38684	Salmonella phage SPN1S	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JN391180	pathenogenic Salmonella bacterium	Salmonella
NC_016762	NC_016762.1	49135	Pseudomonas phage phi297	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ711984	Pseudomonas aeruginosa	Pseudomonas
NC_016763	NC_016763.1	43221	Salmonella phage SE2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ007353	Salmonella enterica serovar Enteritidis	Salmonella
NC_016764	NC_016764.1	40058	Pseudomonas phage Bf7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JN991020	Pseudomonas tolaasii LMG 2342	Pseudomonas
NC_016765	NC_016765.1	54024	Pseudomonas phage vB_PaeS_PMG1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ711985	Pseudomonas aeruginosa	Pseudomonas
NC_016766	NC_016766.1	69420	Synechococcus phage S-CBS4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ698895	Synechococcus sp. CB0101	Synechococcus
NC_016767	NC_016767.1	60714	Erwinia phage PEp14	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JN585957	Erwinia pyrifoliae	Erwinia
NC_016770	NC_016770.1	47159	Bacteroides phage B124-14	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HE608841	Bacteroides fragilis	Bacteroides
NC_017674	NC_017674.1	66275	Pseudomonas phage JG024	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	GU815091	Pseudomonas aeruginosa	Pseudomonas
NC_017732	NC_017732.1	30505	Enterococcus phage EF62phi	Viruses; unclassified phages.	CP002495	Enterococcus faecalis 62	Enterococcus
NC_017864	NC_017864.1	42844	Pseudomonas phage vB_Pae-Kakheti25	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ307387	Pseudomonas aeruginosa PA25	Pseudomonas
NC_017865	NC_017865.1	42966	Pseudomonas phage vB_Pae-TbilisiM32	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	JQ307386	Pseudomonas aeruginosa PA32	Pseudomonas
NC_017968	NC_017968.1	43786	Staphylococcus phage TEM123	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ779024	Staphylococcus aureus	Staphylococcus
NC_017969	NC_017969.1	108853	Escherichia phage bV_EcoS_AKFV33	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;T5likevirus; unclassified T5likevirus.	HQ665011	Escherichia coli	Escherichia
NC_017971	NC_017971.2	46271	Pseudomonas phage tf	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	HE611333	Pseudomonas putida PpG1	Pseudomonas
NC_017972	NC_017972.1	280538	Pseudomonas phage Lu11	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JQ768459	Pseudomonas putida var. Manila	Pseudomonas
NC_017973	NC_017973.1	52474	Mycobacterium phage SWU1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF946695	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_017974	NC_017974.1	149273	Cronobacter phage CR3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JQ691612	Cronobacter sakazakii	Cronobacter
NC_017976	NC_017976.1	41164	Bacillus phage PBC1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ619704	Bacillus cereus	Bacillus
NC_017978	NC_017978.1	33609	Clostridium phage PhiS63	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ660954	Clostridium perfringens strain S63	Clostridium
NC_017980	NC_017980.1	18397	Clostridium phage phiCP7R	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unclassified Picovirinae.	JQ729990	Clostridium perfringens	Clostridium
NC_017981	NC_017981.1	49981	Xanthomonas phage vB_XveM_DIBBI	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN022534	Xanthomonas vesicatoria	Xanthomonas
NC_017983	NC_017983.1	43788	Salisaeta icosahedral phage 1	Viruses; unclassified phages.	JN880423	Salisaeta sp. SP9-1	Salisaeta
NC_017984	NC_017984.1	46387	Acinetobacter bacteriophage AP22	Viruses; unclassified phages.	HE806280	Acinetobacter baumannii	Acinetobacter
NC_017985	NC_017985.1	40128	Salmonella phage SPN9CC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JF900176	Salmonella sp.	Salmonella
NC_018083	NC_018083.1	17972	Clostridium phage phiCPV4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unclassified Picovirinae.	JQ729991	Clostridium perfringens	Clostridium
NC_018084	NC_018084.1	18078	Clostridium phage phiZP2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unclassified Picovirinae.	JQ729992	Clostridium perfringens	Clostridium
NC_018085	NC_018085.1	41992	Bacillus phage BtCS33	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN191664	Bacillus thuringiensis	Bacillus
NC_018086	NC_018086.1	53996	Enterococcus phage BC-611	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AB712291	Enterococcus faecalis	Enterococcus
NC_018087	NC_018087.2	166682	Acinetobacter phage ZZ1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	HQ698922	Acinetobacter baumannii (clinical strain AB09V)	Acinetobacter
NC_018088	NC_018088.1	104936	Colwellia phage 9A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HQ317390	Colwellia psychrerythaea strain 34H	Colwellia
NC_018264	NC_018264.1	41938	Thermoanaerobacterium phage THSA-485A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	CP003186	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Thermoanaerobacterium
NC_018269	NC_018269.1	31766	Marinomonas phage P12026	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	JQ867100	Marinomonas sp. IMCC12026	Marinomonas
NC_018270	NC_018270.1	33594	Weissella phage phiYS61	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JQ341413	Weissella cibaria YS61	Weissella
NC_018271	NC_018271.1	35700	Persicivirga phage P12024S	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	JQ823122	Persicivirga sp. IMCC12024	Persicivirga
NC_018272	NC_018272.1	35652	Persicivirga phage P12024L	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	JQ823123	Persicivirga sp. IMCC12024	Persicivirga
NC_018273	NC_018273.1	26201	Leuconostoc phage Lmd1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ659259	Leuconostoc mesenteroides subsp. dextranicum A1	Leuconostoc
NC_018274	NC_018274.1	36847	Pseudomonas phage MP42	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	JQ762257	Pseudomonas aeruginosa PA14	Pseudomonas
NC_018275	NC_018275.1	39783	Salmonella phage vB_SemP_Emek	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;P22likevirus.	JQ806763	Salmonella serovar Haardt	Salmonella
NC_018276	NC_018276.1	44988	Croceibacter phage P2559S	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ867099	Croceibacter atlanticus HTCC2559	Croceibacter
NC_018277	NC_018277.1	42784	Staphylococcus phage SpaA1	Viruses; unclassified phages.	HE614281	Staphylococcus pasteuri	Staphylococcus
NC_018278	NC_018278.1	42832	Burkholderia phage KL1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF939047	Burkholderia cenocepacia C6433	Burkholderia
NC_018279	NC_018279.1	49116	Salmonella phage vB_SosS_Oslo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ806764	Salmonella serovar Winston	Salmonella
NC_018280	NC_018280.1	38889	Celeribacter phage P12053L	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	JQ809650	Celeribacter sp. IMCC12053	Celeribacter
NC_018281	NC_018281.1	43581	Staphylococcus phage vB_SepiS-phiIPLA5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN192400	Staphylococcus epidermidis	Staphylococcus
NC_018282	NC_018282.1	61167	Pseudomonas phage MP1412	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX131330	Pseudomonas aeruginosa PAO1	Pseudomonas
NC_018283	NC_018283.1	58065	Burkholderia phage AH2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN564907	Burkholderia cenocepacia C6433	Burkholderia
NC_018284	NC_018284.1	42123	Staphylococcus phage vB_SepiS-phiIPLA7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN192401	Staphylococcus epidermidis	Staphylococcus
NC_018285	NC_018285.1	40758	Streptococcus phage YMC-2011	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	CP002889	Streptococcus salivarius 57.I	Streptococcus
NC_018452	NC_018452.1	61847	Burkholderia phage DC1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JN662425	Burkholderia cepacia LMG 18821	Burkholderia
NC_018454	NC_018454.1	39974	Cronobacter phage phiES15	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ780327	UV-induced Cronobacter sakazakii ES15	Cronobacter
NC_018831	NC_018831.1	67170	Listeria phage P70	Viruses; unclassified phages.	JX442241	Listeria sp.	Listeria
NC_018832	NC_018832.1	58104	Providencia phage Redjac	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	JX296113	Providencia stuartii isolate MRSN 2154	Providencia
NC_018834	NC_018834.1	29214	Propionibacterium phage P9.1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262215	Propionibacterium acnes	Propionibacterium
NC_018835	NC_018835.1	77448	Enterobacteria phage NJ01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JX867715	Escherichia coli DE172	Escherichia
NC_018836	NC_018836.1	50255	Streptomyces phage phiHau3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX182369	Streptomyces coelicolor A3(2)	Streptomyces
NC_018837	NC_018837.1	122024	Pectobacterium phage My1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX195166	Pectobacterium	Pectobacterium
NC_018838	NC_018838.1	29505	Propionibacterium phage P100_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262221	Propionibacterium acnes	Propionibacterium
NC_018839	NC_018839.1	29729	Propionibacterium phage P14.4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262216	Propionibacterium acnes	Propionibacterium
NC_018840	NC_018840.1	29612	Propionibacterium phage P100_1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262222	Propionibacterium acnes	Propionibacterium
NC_018841	NC_018841.1	29574	Propionibacterium phage P101A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262217	Propionibacterium acnes	Propionibacterium
NC_018842	NC_018842.1	29348	Propionibacterium phage P1.1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262223	Propionibacterium acnes	Propionibacterium
NC_018843	NC_018843.1	103299	Salmonella phage SSU5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ965645	Salmonella enterica subsp. enterica serovar	Salmonella
NC_018845	NC_018845.1	29371	Propionibacterium phage P104A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262218	Propionibacterium acnes	Propionibacterium
NC_018846	NC_018846.1	60894	Escherichia phage P13374	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	HE664024	Escherichia coli CB13374, serotype O104:H4	Escherichia
NC_018847	NC_018847.1	29516	Propionibacterium phage ATCC29399B_T	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262224	Propionibacterium acnes	Propionibacterium
NC_018848	NC_018848.1	37612	Streptomyces phage SV1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX182371	Streptomyces venezuelae	Streptomyces
NC_018849	NC_018849.1	29202	Propionibacterium phage P105	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262219	Propionibacterium acnes	Propionibacterium
NC_018850	NC_018850.2	45517	Pseudomonas phage UFV-P2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	JX863101	Pseudomonas fluorescens	Pseudomonas
NC_018851	NC_018851.1	29516	Propionibacterium phage ATCC29399B_C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262225	Propionibacterium acnes	Propionibacterium
NC_018852	NC_018852.1	29506	Propionibacterium phage P100D	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX262220	Propionibacterium acnes	Propionibacterium
NC_018853	NC_018853.1	40474	Streptomyce phage TG1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX182372	Streptomyces avermitilis	Streptomyces
NC_018854	NC_018854.1	69855	Escherichia phage KBNP21	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	JX415535	Escherichia coli KBP21	Escherichia
NC_018855	NC_018855.1	169158	Enterobacteria phage HX01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	JX536493	Escherichia coli DM01	Escherichia
NC_018856	NC_018856.1	153962	Bacillus phage Bastille	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Spounalikevirus; unclassified SPO1-like viruses.	JF966203	Bacillus cereus HER1399	Bacillus
NC_018857	NC_018857.1	158305	Bacillus phage BPS13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN654439	Bacillus cereus	Bacillus
NC_018859	NC_018859.1	77315	Escherichia phage KBNP135	Viruses; unclassified phages.	JX415536	Escherichia coli KBP135	Escherichia
NC_018860	NC_018860.1	156176	Bacillus phage BCP78	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN797797	Bacillus cereus	Bacillus
NC_018861	NC_018861.1	133572	Campylobacter phage CP30A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JX569801	Campylobacter jejuni subsp. jejuni	Campylobacter
NC_018863	NC_018863.1	162596	Bacillus phage B4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN790865	Bacillus cereus	Bacillus
NC_019398	NC_019398.1	178193	Cronobacter phage vB_CsaM_GAP161	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	JN882287	Cronobacter sakazakii	Cronobacter
