Accession Number	Phage Name	Phage Family	Bacterial Host Genus	Bacterial Host Species	Phage2014_train	Phage2014_eval Reference Sequence
HM246723	Campylobacter phage vB_CcoM-IBB_35	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Campylobacter	Campylobacter	no	yes	HM246723
HM755814	Mycobacterium phage Wonder	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3789
JF501022	Klebsiella phage KP36	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Tunalikevirus; unclassified Tunalikevirus.	Klebsiella	Klebsiella pneumoniae	no	yes	JF501022
JN225449	Enterobacteriaphage UAB_Phi87	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Salmonella	Salmonella enterica	no	yes	JN225449
JX015524	Mycobacterium phage Astro	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	JX015524
JX181825	Salmonella phage STML-198	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Salmonella	Salmonella	no	yes	JX181825
JX421753	Enterobacteria phage T7M	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	Escherichia	Escherichia coli	no	yes	JX421753
KC139570	Salmonella phage FSL SP-029	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Salmonella	Salmonella enterica	no	yes	KC139570
KC139653	Salmonella phage FSL SP-038	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	no	yes	KC139653
KC182548	Lactococcus lactis phage P113G	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus lactis	no	yes	KC182548
KC182549	Lactococcus lactis phage p272	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus lactis	no	yes	KC182548
KC438283	Vibrio phage VCO139	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Vibrio	Vibrio cholerae	no	yes	KC438283
KC595512	Bacillus phage JL	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Bacillus	Bacillus cereus	no	yes	KC595512
KC821612	Cellulophaga phage phi40:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Cellulophaga	Cellulophaga baltica	no	yes	6666666.43259
KC821628	Cellulophaga phage phi18:4	Viruses; ssDNA viruses; Microviridae; unclassified Microviridae.	Cellulophaga	Cellulophaga baltica	no	yes	6666666.43255
KC821631	Cellulophaga phage phi48:1	Viruses; ssDNA viruses; Microviridae; unclassified Microviridae.	Cellulophaga	Cellulophaga baltica	no	yes	6666666.43255
KC954775	Cronobacter phage S13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Cronobacter	Cronobacter sakazakii	no	yes	KC954775
KF006817	Mycobacterium phage Breeniome	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
KF024733	Mycobacterium phage Medusa	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.13472
KF024734	Mycobacterium phage Shrimp	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
KF188414	Mycobacterium phage ABCat	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.17469
KF208315	Yersinia phage PST	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	Yersinia	Yersinia	no	yes	KF208315
KF296717	Bacillus phage proCM3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Bacillus	Bacillus thuringiensis	no	yes	KF296717
KF302035	Pseudoalteromonas phage HS6	Viruses; unclassified phages.	Pseudoalteromonas	Pseudoalteromonas	no	yes	KF302035
KF356199	Microcystis phage MaMV-DC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Microcystis	Microcystis aeruginosa	no	yes	KF356199
KF554508	Bacillus phage CP-51	Viruses; unclassified phages.	Bacillus	Bacillus cereus	no	yes	KF554508
KF626668	Xylella phage Salvo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Xylella	Xylella fastidiosa	no	yes	KF626668
KF676640	Lactococcus phage SK1833	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus lactis	no	yes	GQ979703
KF772233	Edwardsiella phage eiAU	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Edwardsiella	Edwardsiella ictaluri	no	yes	KF772233
KF787094	Achromobacter phage JWDelta	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Achromobacter	Achromobacter xylosoxidans	no	yes	KF787094
KF841476	Mycobacterium phage Melvin	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.13472
KJ473423	Acinetobacter phage vB_AbaP_Acibel007	Viruses; unclassified phages.	Acinetobacter	Acinetobacter baumannii	no	yes	KJ473423
KJ567043	Mycobacterium phage Gaia	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	KJ567043
KJ595575	Mycobacterium phage Willis	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
KJ743987	Sinorhizobium phage phiLM21	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Sinorhizobium	Sinorhizobium	no	yes	KJ743987
KJ817802	Acinetobacter phage YMC-13-01-C62	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Acinetobacter	Acinetobacter baumannii	no	yes	KJ817802
KJ936628	Vibrio phage VPp1	Viruses; unclassified phages.	Vibrio	Vibrio parahaemolyticus	no	yes	KJ936628
KM197169	Mycobacterium phage Piro94	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	KM197169
KM224879	Vibrio phage ICP2_2013_A_Haiti	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Vibrio	Vibrio cholerae	no	yes	KM224879
M11813	Bacillus phage PZA	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Phi29likevirus.	Bacillus	Bacillus subtilis	no	yes	10757.3
NC_000867	Pseudoalteromonas phage PM2	Viruses; dsDNA viruses, no RNA stage; Corticoviridae; Corticovirus.	Pseudoalteromonas	Pseudoalteromonas	no	yes	NC_000867
NC_003714	Pseudomonas phage phi6	Viruses; dsRNA viruses; Cystoviridae; Cystovirus.	Pseudomonas	Pseudomonas syringae	no	yes	NC_003714
NC_004171	Pseudomonas phage phi13	Viruses; dsRNA viruses; Cystoviridae.	Pseudomonas	Pseudomonas syringae	no	yes	NC_004171
NC_006882	Prochlorococcus phage P-SSP7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unassigned Autographivirinae.	Prochlorococcus	Prochlorococcus	no	yes	NC_006882
NC_008201	Mannheimia phage phiMHaA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	Mannheimia	Mannheimia haemolytica	no	yes	DQ426905
NC_008294	Pseudomonas phage PRR1	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;unclassified Leviviridae.	Pseudomonas	Pseudomonas	no	yes	NC_008294
NC_008562	Microcystis aeruginosa phage Ma-LMM01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Microcystis	Microcystis aeruginosa	no	yes	KF356199
NC_009542	Aeromonas phage phiO18P	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; Hpunalikevirus.	Aeromonas	Aeromonas media	no	yes	NC_009542
NC_009551	Phormidium phage Pf-WMP3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Leptolyngbya	Leptolyngbya foveolarum	no	yes	NC_009551
NC_009987	Spiroplasma kunkelii virus SkV1_CR2-3x	Viruses; ssDNA viruses; Inoviridae; Plectrovirus; unclassifiedPlectrovirus.	Spiroplasma	Spiroplasma kunkelii	no	yes	NC_009987
NC_011551	Bacteriophage APSE-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Candidatus Hamiltonella	Candidatus Hamiltonella defensa	no	yes	NC_011551
NC_011703	Pseudomonas phage 14-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Pseudomonas	Pseudomonas	no	yes	NC_011703
NC_012091	Pseudomonas phage phi2954	Viruses; dsRNA viruses; Cystoviridae.	Pseudomonas	Pseudomonas syringae	no	yes	NC_012091
NC_012697	Silicibacter phage DSS3phi2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Ruegeria	Ruegeria pomeroyi	no	yes	NC_012697
NC_012756	Streptococcus phage PH10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptococcus	Streptococcus oralis	no	yes	NC_012756
NC_013055	Burkholderia phage KS9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus; unclassified Lambda-like viruses.	Burkholderia	Burkholderia pyrrocinia	no	yes	NC_013055
NC_013697	Deftia phage phiW-14	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Delftia	Delftia acidovorans	no	yes	NC_013697
NC_014457	Clostridium phage phiCTP1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Clostridium	Clostridium	no	yes	NC_014457
NC_015453	Propionibacterium phage PAS50	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium	no	yes	NC_015453
NC_015933	Escherichia phage vB_EcoP_G7C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Escherichia	Escherichia	no	yes	NC_015933
NC_016564	Planktothrix phage PaV-LD	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Planktothrix	Planktothrix agardhii	no	yes	NC_016564
NC_016651	Rhodococcus phage RRH1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Rhodococcus	Rhodococcus rhodochrous	no	yes	NC_016651
NC_016767	Erwinia phage PEp14	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Erwinia	Erwinia pyrifoliae	no	yes	NC_016767
NC_018088	Colwellia phage 9A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Colwellia	Colwellia psychrerythraea	no	yes	NC_018088
NC_018270	Weissella phage phiYS61	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Weissella	Weissella cibaria	no	yes	NC_018270
NC_018277	Staphylococcus phage SpaA1	Viruses; unclassified phages.	Staphylococcus	Staphylococcus pasteuri	no	yes	HE614282
NC_019443	Synechococcus phage metaG-MbCM1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	Synechococcus	Synechococcus	no	yes	NC_019443
NC_019445	Escherichia phage TL-2011b	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;unclassified Epsilon15likevirus.	Escherichia	Escherichia coli	no	yes	NC_019445
NC_019455	Haemophilus phage SuMu	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Mulikevirus; unclassified Mu-like viruses.	Haemophilus	Haemophilus parasuis	no	yes	NC_019455
NC_019519	Agrobacterium phage 7-7-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Agrobacterium	Agrobacterium	no	yes	NC_019519
NC_019521	Sphingomonas phage PAU	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Sphingomonas	Sphingomonas paucimobilis	no	yes	NC_019521
NC_019542	Pectobacterium phage PP1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Sp6likevirus.	Pectobacterium	Pectobacterium	no	yes	NC_019542
NC_020865	Cyanophage KBS-P-1A	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	Synechococcus	Synechococcus	no	yes	NC_020838
NC_021308	Mycobacterium phage HINdeR	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_021308
NC_021325	Clostridium phage vB_CpeS-CP51	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Clostridium	Clostridium perfringens	no	yes	NC_021325
NC_021346	Mycobacterium phage Gizmo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
NC_021348	Mycobacterium phage ArcherS7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
NC_021349	Mycobacterium phage Astraea	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
NC_021534	Vibrio phage pYD38-A	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	Vibrio	Vibrio	no	yes	NC_021534
NC_021535	Mycobacterium phage Jobu08	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3789
NC_021540	Vibrio phage JA-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Vibrio	Vibrio cholerae	no	yes	KC438283
NC_021557	Rhizobium phage RR1-B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Rhizobium	Rhizobium radiobacter	no	yes	NC_021557
NC_021773	Staphylococcus phage JS01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	no	yes	NC_021773
NC_021774	Salmonella phage FSL SP-004	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Salmonella	Salmonella enterica	no	yes	NC_021774
NC_021778	Mannheimia phage vB_MhM_1152AP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Mannheimia	Mannheimia haemolytica	no	yes	DQ426905
NC_021783	Salmonella phage iEPS5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	no	yes	NC_021783
NC_021794	Cellulophaga phage phi18:3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.			no	yes	NC_021794
NC_021796	Cellulophaga phage phi38:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Cellulophaga	Cellulophaga baltica	no	yes	6666666.43259
NC_021803	Cellulophaga phage phi13:2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.			no	yes	NC_021803
NC_021805	Cellulophaga phage phi12a:1	Viruses; ssDNA viruses; Microviridae; unclassified Microviridae.	Cellulophaga	Cellulophaga baltica	no	yes	6666666.43255
NC_021861	Lactococcus phage BM13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus lactis	no	yes	NC_021861
NC_021865	Paenibacillus phage phiIBB_Pl23	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	Paenibacillus	Paenibacillus larvae	no	yes	NC_021865
NC_021867	Flavobacterium phage 6H	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	Flavobacterium	Flavobacterium psychrophilum	no	yes	NC_021867
NC_022054	Mycobacterium phage Muddy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_022054
NC_022085	Mycobacterium phage Goku	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.17469
NC_022327	Mycobacterium phage Bane2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_022327
NC_022331	Mycobacterium phage Bane1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_022327
NC_022338	Propionibacterium phage PHL060L00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	no	yes	NC_022338
NC_022749	Shigella phage SfIV	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Shigella	Shigella flexneri	no	yes	NC_022749
NC_022753	Mycobacterium phage Fredward	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_022753
NC_022775	Lactobacillus phage phiJB	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactobacillus	Lactobacillus	no	yes	NC_022775
NC_022776	Streptococcus phage TP-778L	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptococcus	Streptococcus thermophilus	no	yes	NC_022776
NC_022915	Ralstonia phage RSK1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Ralstonia	Ralstonia solanacearum	no	yes	NC_022915
NC_023005	Pseudomonas phage PPpW-4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Pseudomonas	Pseudomonas	no	yes	NC_023005
NC_023007	Bacillus phage vB_BanS-Tsamsa	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Bacillus	Bacillus anthracis	no	yes	NC_023007
NC_023548	Citrobacter phage CR8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	Citrobacter	Citrobacter rodentium	no	yes	NC_023548
NC_023550	Staphylococcus phage GRCS	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Ahjdlikevirus; unclassified AHJD-like viruses.	Staphylococcus	Staphylococcus aureus	no	yes	NC_023550
NC_023551	Enterococcus phage IME-EF4	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	Enterococcus	Enterococcus	no	yes	NC_023551
NC_023554	Mycobacterium phage JAMaL	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_023554
NC_023555	Edwardsiella phage eiAU-183	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Edwardsiella	Edwardsiella ictaluri	no	yes	KF772233
NC_023556	Achromobacter phage JWAlpha	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Achromobacter	Achromobacter xylosoxidans	no	yes	KF787094
NC_023562	Mycobacterium phage BellusTerra	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.13472
NC_023564	Mycobacterium phage EagleEye	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_023564
NC_023565	Mycobacterium phage Nyxis	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.13472
NC_023568	Vibrio phage VH7D	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Vibrio	Vibrio harveyi	no	yes	NC_023568
NC_023571	Oenococcus phage phiS11	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	Oenococcus	Oenococcus oeni	no	yes	NC_023571
NC_023573	Staphylococcus phage phiSA012	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	Staphylococcus	Staphylococcus aureus	no	yes	NC_019726
NC_023579	Erwinia phage Ea9-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Erwinia	Erwinia amylovora	no	yes	NC_023579
NC_023582	Staphylococcus phage vB_SepS_SEP9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus epidermidis	no	yes	NC_023582
NC_023587	Synechococcus phage S-MbCM7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	Synechococcus	Synechococcus	no	yes	NC_023587
NC_023595	Enterococcus phage IME_EF3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Enterococcus	Enterococcus faecalis	no	yes	NC_023595
NC_023596	Pseudomonas phage SPM-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Pseudomonas	Pseudomonas aeruginosa	no	yes	NC_007810
NC_023601	Pseudomonas phage phiPsa374	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Pseudomonas	Pseudomonas syringae	no	yes	NC_023601
NC_023605	Vibrio phage PVA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Vibrio	Vibrio alginolyticus	no	yes	NC_023605
NC_023607	Mycobacterium phage 40AC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_023607
NC_023692	Mycobacterium phage BigNuz	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	NC_023692
NC_023695	Mycobacterium phage Violet	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3862
NC_023696	Mycobacterium phage Dandelion	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3813
NC_023703	Mycobacterium phage Dori	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	no	yes	6666666.3758
